index,all_ind,value
2017-06-30,1.4625183665238293,1.899471224341504
2017-07-31,1.464956461174617,1.8245933293519658
2017-08-31,1.506461137318315,1.8830787495019765
2017-09-29,1.5342073009558672,1.883584412755289
2017-10-31,1.5582460936402411,1.904254753191296
2017-11-30,1.4991397666043444,1.8357468324327686
2017-12-29,1.5077999136161067,1.8236791548365605
2018-01-31,1.530818461287508,1.8995436448500147
2018-02-28,1.460532332666018,1.7717380596641819
2018-03-30,1.4652609432653763,1.7727558599820377
2018-04-27,1.4109385533010261,1.7236347472603566
2018-05-31,1.4404541694153772,1.844952321922457
2018-06-29,1.3116312655986462,1.6824013584343218
2018-07-31,1.304248849271543,1.6802207406212173
2018-08-31,1.199708423275113,1.53647432752017
2018-09-28,1.2124438311978145,1.5552990664898365
2018-10-31,1.074925595219594,1.4091071296803146
2018-11-30,1.1059273176756514,1.4316382063967756
2018-12-28,1.0648400144918062,1.3943812749169386
2019-01-31,1.0861071374133027,1.4278062743072604
2019-02-28,1.273371207308167,1.6890484939550894
2019-03-29,1.395134204615447,1.850665339035482
2019-04-30,1.3786123523995406,1.824233605111219
2019-05-31,1.2933408312099992,1.7187583813374108
2019-06-28,1.3335465163842202,1.7560088395344362
2019-07-31,1.317129970959197,1.6970712307846336
2019-08-30,1.322122656675245,1.7059673687881234
2019-09-30,1.3215662837245936,1.74451921690484
2019-10-31,1.3354376870998317,1.7942418853839452
2019-11-29,1.3114143112301802,1.746397709315439
2019-12-31,1.4077241474314965,1.8611146299878676
2020-01-23,1.3860954753389403,1.9208989635218099
2020-02-28,1.3910742361900779,1.9350245129935297
2020-03-31,1.3337393508973958,1.7569089106999594
2020-04-30,1.4154952166845747,1.792473159275198
2020-05-29,1.453704921668905,1.9526948279309422
2020-06-30,1.5725850989523282,2.107683278942107
2020-07-31,1.812044908683969,2.420687213801157
2020-08-31,1.8493240099731882,2.3619343534915282
2020-09-30,1.7324406831837116,2.1842650851524494
2020-10-30,1.7538970350730052,2.1571226186949723
2020-11-30,1.8099383998788539,2.2828339092474996
2020-12-31,1.9234680721496986,2.2775506779354187
2021-01-29,1.9301806030113027,2.32163748980234
2021-02-26,1.9376535309603207,2.3518205866649224
2021-03-31,1.8950936733122261,2.2824549650956394
2021-04-30,1.9683733992310997,2.2358412042749785
2021-05-31,2.0603434020881837,2.291095397820891
2021-06-30,2.0312823333498278,2.269454496689609
2021-07-30,1.879248420335973,2.116810193454998
2021-08-31,1.9277093124772016,2.1853470637333743
2021-09-30,1.9331927253521823,2.2263353055903172
2021-10-29,1.9417827507227874,2.203026192755706
2021-11-30,1.95629556818795,2.260815587509269
2021-12-31,2.005954620357208,2.333895172637418
2022-01-28,1.820414125482428,2.223627259702752
2022-02-28,1.8681315293007756,2.2062755283331987
2022-03-31,1.7339151025852262,2.020477252247818
2022-04-29,1.610394837057945,2.0350499738831216
2022-05-31,1.692452076707108,2.1822183199501777
2022-06-30,1.8575560917181122,2.322782459150749
2022-07-29,1.7773411614282237,2.250469384155717
2022-08-31,1.7284168945412794,2.1590123284967677
2022-09-30,1.612249952319771,2.0173312777681622
2022-10-31,1.5115919527211055,1.9982517949069905
2022-11-30,1.665536680456427,2.249618857060455
2022-12-30,1.6723671996823142,2.334126737195376
2023-01-31,1.7732823119652137,2.486045776123616
2023-02-28,1.7833739848214,2.479137606627791
2023-03-31,1.7457722493853793,2.438838043900098
2023-04-28,1.6914327019981938,2.386680885059397
2023-05-31,1.6079915545694328,2.1897150292659697
2023-06-30,1.629661628269266,2.2228158647587857
2023-07-31,1.6890023157547667,2.2105519259048525
2023-08-31,1.586025701819408,2.0416915564657154
2023-09-28,1.5648921084060683,2.068184587904819
2023-10-31,1.515709609872531,2.0321714192683857
2023-11-30,1.5223888205216702,2.0709712181049955
2023-12-29,1.4788172965720219,2.0029630499987996
2024-01-31,1.3082134572381074,1.9392662165310743
2024-02-29,1.4214986983981188,2.148660410116798
2024-03-29,1.4463341922819948,2.176841918830323
2024-04-30,1.4579043874016777,2.127538122176203
2024-05-31,1.4286481218962783,2.0812677232718677
2024-06-17,1.3723689154245982,1.991032739544368
